,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HomeElo,AwayElo,LastGame_home,LastGame_away,PastShot_home,PastShot_away,PastGoaldiff_home,PastGoaldiff_away
1030,13,17,6,10,7,11,3,6,0,2,1,0,1463.0640932072818,1481.1908196854563,11,13,120,110,3,-5
1031,10,14,4,9,13,11,8,4,0,1,0,0,1398.8822597094247,1803.5948411539982,14,14,99,137,-3,12
1032,15,2,11,1,16,10,11,4,1,1,0,1,1418.9447028945128,1465.1765700490394,6,4,79,114,-7,-6
1033,14,11,4,5,17,13,10,1,1,2,0,0,1639.4884469682809,1485.281641508147,15,13,142,113,8,4
1034,17,12,11,8,10,8,6,8,0,1,0,0,1387.9746369555507,1604.195964924628,15,15,122,126,-3,4
1035,6,16,3,11,17,14,4,0,2,2,0,0,1440.4340170834903,1364.2626403733486,5,8,104,179,-2,-12
1036,17,12,11,7,11,14,10,2,3,2,0,1,1717.2392244437501,1804.4864256422861,15,3,166,137,5,14
1037,14,6,7,3,13,10,5,6,3,3,0,0,1709.4088214363248,1450.3357976319812,10,7,156,126,15,-5
1038,9,9,4,5,8,10,7,3,3,1,0,0,1477.9834954304708,1362.186662240041,18,5,88,180,-8,-10
1039,15,10,9,6,18,11,8,5,5,2,0,0,1477.3863310093705,1558.2159445489813,7,7,115,110,-4,-2
1040,15,12,11,9,12,17,9,7,2,3,0,0,1485.6885590255263,1452.8546685527328,6,7,111,94,6,-6
1041,7,12,3,5,17,8,4,6,3,1,0,0,1639.0815294509016,1397.9906752211368,6,7,131,96,9,-8
1042,10,13,8,8,12,14,5,4,2,4,0,0,1466.8685818833676,1600.443639869723,7,7,113,125,5,1
1043,15,7,10,5,9,10,7,3,0,3,0,0,1414.6531802762163,1442.509995216798,6,5,128,99,-1,-4
1044,17,12,10,7,12,12,6,4,2,3,0,0,1577.5174216039625,1788.4997142283773,7,5,129,139,3,13
1045,13,15,4,10,10,11,7,4,0,3,0,0,1433.7218421899966,1630.0830761066327,8,12,86,137,-2,4
1046,14,18,5,11,5,8,3,13,0,0,0,0,1450.3994307535556,1733.225935857659,9,6,108,170,-9,6
1047,17,5,11,3,8,12,9,1,1,3,0,0,1603.4972290175094,1469.1827495956384,4,4,134,94,1,-9
1048,11,8,5,5,15,19,8,3,1,3,0,0,1542.2004296236105,1441.4496529778676,14,13,111,92,1,-3
1049,24,8,7,6,15,12,8,3,1,1,0,0,1439.2789326340178,1448.9249985976355,14,12,94,103,-5,-10
1050,16,12,12,6,15,19,7,5,2,0,0,0,1604.0417540445305,1499.2642949442413,10,14,138,122,1,5
1051,14,11,8,6,8,11,12,5,0,0,1,0,1761.6115700981732,1493.4018459347412,13,14,146,118,10,-5
1052,8,14,6,9,16,9,3,7,1,1,0,0,1419.9538856281024,1463.8149927355812,14,14,92,111,-5,6
1053,26,11,14,5,6,13,6,2,0,4,0,0,1622.3552653187617,1437.2092898649119,13,14,139,133,3,0
1054,4,18,3,11,9,7,2,7,1,3,0,0,1370.9874080748734,1706.5038417971812,14,14,168,160,-6,13
1055,16,7,13,4,13,13,9,4,3,1,0,0,1390.1802931028376,1468.6382245686173,14,10,101,91,-9,-9
1056,16,5,11,2,16,13,5,1,2,5,0,0,1734.700368013579,1646.8919115692008,13,15,178,129,10,8
1057,3,10,1,4,11,7,3,6,3,3,1,0,1453.240777271125,1604.4055657341667,15,14,126,130,-3,4
1058,19,7,11,2,10,9,11,4,1,2,0,1,1697.8400273649966,1445.6058211947543,14,14,163,112,13,-7
1059,9,19,6,12,11,16,8,9,0,2,0,0,1453.5577477000766,1486.9603048601564,14,14,96,123,-7,-5
1060,14,7,7,5,13,16,5,7,3,2,0,0,1615.143286424266,1533.5981024459988,14,14,139,106,4,0
1061,17,13,13,9,19,10,5,4,5,3,0,0,1449.097075561635,1450.0519801554792,14,14,112,85,1,0
1062,13,20,6,10,9,10,5,12,1,2,0,0,1434.6718028020487,1745.298362653155,14,13,93,182,-3,11
1063,17,13,14,9,10,15,0,5,2,3,0,0,1379.651222507058,1608.213404333226,14,13,155,127,-5,8
1064,6,18,2,9,10,9,0,16,1,2,0,0,1438.8314135593034,1768.053111172758,14,14,133,142,0,10
1065,14,10,5,6,11,13,8,2,1,1,0,0,1405.2607699713783,1620.73314162437,14,14,108,152,-7,1
1066,13,10,11,6,14,5,4,7,2,1,0,0,1488.1627625645058,1442.598110036899,15,15,122,98,5,-11
1067,14,8,12,4,9,20,6,5,2,3,0,0,1636.2939169296249,1449.4329386720656,14,14,123,97,2,-3
1068,15,6,5,5,10,10,8,2,2,3,0,0,1449.9105690014958,1466.8275409610037,7,7,108,94,-4,-7
1069,23,14,12,8,6,10,5,10,1,0,0,0,1473.6905115992292,1435.5415432214384,7,7,132,128,-5,-4
1070,21,11,13,7,11,12,10,5,1,2,0,0,1737.4480527601966,1411.2163392391205,7,7,187,112,11,-7
1071,16,12,12,5,12,8,8,3,0,0,0,0,1771.342981510623,1501.6700606486577,7,6,153,123,12,5
1072,7,12,4,8,10,11,5,2,3,1,0,0,1441.8752999953144,1396.244102058892,6,7,92,160,-11,-1
1073,9,10,8,5,11,16,10,5,1,3,0,0,1614.7775723566278,1442.522112695007,7,7,149,101,0,-2
1074,11,9,7,6,13,14,13,6,0,1,0,0,1432.1498880300926,1614.978544475853,7,7,95,134,-4,3
1075,13,6,7,4,8,10,9,2,2,2,0,0,1533.762844394412,1466.9991676870216,8,8,105,118,1,-1
1076,12,16,6,7,13,9,6,4,2,2,0,0,1429.0908119527471,1693.535279558255,7,8,99,164,-13,10
1077,15,13,7,4,6,3,6,2,1,0,0,0,1591.620524781392,1643.851555606376,9,8,130,122,8,6
1078,10,15,4,7,7,10,4,9,0,0,0,0,1466.797295360669,1428.56629394367,7,7,86,88,-7,-13
1079,14,9,9,5,13,12,5,3,2,2,0,0,1419.6554117141688,1409.095320025352,6,7,98,115,-14,-8
1080,17,4,7,2,9,17,10,1,2,3,0,0,1628.4861939557495,1449.9408146018304,7,7,133,113,6,-6
1081,12,19,6,11,7,10,3,5,1,0,0,0,1409.5531081105364,1739.569071973965,7,7,154,191,-1,13
1082,12,21,7,11,8,3,5,11,0,0,0,0,1423.4267632614362,1538.9520092560588,7,6,129,105,-2,2
1083,12,9,6,5,13,13,10,3,2,4,0,0,1702.9706797968333,1604.6939224678665,7,6,167,126,12,11
1084,12,18,5,8,9,10,6,7,2,2,0,0,1461.8100028253748,1775.277206895607,9,10,115,146,-2,9
1085,17,6,7,3,9,11,7,4,0,1,0,0,1749.0461499382009,1471.7244553938756,4,4,183,90,13,0
1086,16,13,9,9,8,13,7,6,0,3,0,0,1618.4341507571523,1695.7432546951798,11,3,145,160,2,9
1087,7,4,2,3,9,9,7,8,0,3,0,0,1551.5497470698137,1438.8655342944826,7,14,116,99,2,-5
1088,18,9,7,6,17,8,4,4,1,1,0,0,1397.4827269212822,1464.1759691600332,7,4,106,114,-15,-2
1089,16,12,11,7,7,13,5,7,1,2,0,0,1750.4953475537777,1410.8290254476813,3,7,186,134,11,0
1090,17,10,13,6,7,12,5,2,1,0,0,0,1611.92134756952,1470.2752577782987,6,3,120,82,8,-2
1091,21,5,12,3,10,9,13,1,1,2,0,0,1772.9112405609485,1630.7052087862805,4,7,147,139,8,8
1092,11,11,7,7,11,9,7,3,1,2,0,0,1423.6391339104634,1431.2680048182388,7,7,93,121,-15,-3
1093,19,10,9,4,8,9,11,1,1,1,0,0,1613.8049843326928,1400.0760301463006,3,7,145,142,2,-1
1094,12,15,3,5,15,17,3,5,2,2,0,0,1418.642238550196,1497.7358352636738,14,14,96,121,-6,3
1095,11,17,10,7,13,14,3,9,3,3,0,0,1485.8052915592314,1700.3724211196393,15,4,141,150,-2,6
1096,12,10,6,5,15,15,4,6,2,3,0,0,1447.7217997712994,1630.7781579199016,9,14,114,130,-6,3
1097,17,5,8,1,12,10,7,11,3,2,0,0,1446.7910323400356,1412.4547431686947,3,3,94,97,-3,-3
1098,18,14,7,6,12,8,10,7,1,1,0,0,1503.9233306451752,1492.3632886718983,4,3,126,139,1,1
1099,17,11,8,3,7,9,3,10,2,1,0,0,1433.285366259455,1490.3163880616514,5,3,109,142,-9,2
1100,11,9,6,6,10,11,4,8,0,0,0,0,1392.1791650379764,1449.643448110967,7,4,111,105,-13,2
1101,16,12,10,7,11,11,6,5,3,1,0,0,1751.0400987609676,1604.6860446058872,7,7,181,150,12,2
1102,11,9,7,6,7,12,5,4,1,0,0,0,1426.6130483086804,1505.970231255422,7,3,93,132,-14,5
1103,8,11,4,6,12,12,3,7,3,1,1,0,1409.1949698731062,1543.6242490242607,7,7,131,112,-1,1
1104,13,3,9,3,12,12,3,8,2,2,0,0,1428.2940904200218,1629.2573070338165,7,7,113,140,-4,8
1105,9,11,2,7,15,7,3,6,2,3,0,0,1693.8144240069723,1774.3591423134126,7,8,148,150,4,7
1106,8,7,1,2,10,16,0,2,3,3,1,0,1467.980406325738,1409.6023273977632,8,5,83,91,-8,-5
1107,9,7,5,3,15,10,3,12,1,2,0,0,1614.216199022081,1469.479531043339,8,8,126,119,12,-1
1108,19,7,12,4,13,8,8,5,3,1,0,0,1645.214591431746,1410.2842742404914,6,8,125,133,3,-3
1109,10,7,7,4,6,11,2,5,2,0,0,0,1540.183231476759,1422.8145800002299,7,7,114,115,2,-4
1110,17,10,9,6,14,10,5,5,1,0,0,0,1487.544234739885,1409.3377187730368,7,7,140,100,0,-15
1111,10,12,6,7,13,15,11,6,4,2,0,0,1634.7368174536084,1645.6124050649712,7,6,120,120,6,5
1112,19,5,14,2,10,12,8,2,1,4,0,1,1468.7952554758276,1459.1208663323164,6,6,110,81,-4,-9
1113,20,13,11,7,5,13,7,6,3,2,0,0,1603.8218528328882,1384.8363430921684,7,7,156,111,0,-11
1114,24,8,15,4,7,14,7,3,3,0,0,0,1409.8864606072661,1436.0575195812214,6,7,128,109,-6,-7
1115,13,19,8,11,12,14,7,2,2,4,0,0,1771.8994201767275,1751.9042905339666,7,8,147,183,7,14
1116,12,14,7,5,7,10,2,5,1,2,0,0,1456.986270056775,1696.2741461436574,8,7,96,144,1,5
1117,14,14,10,6,9,7,8,4,3,1,0,0,1418.4618673911848,1412.635987420608,7,8,92,122,-6,3
1118,10,16,7,11,18,11,6,5,5,2,0,0,1523.2455607910656,1614.9004745895922,9,8,130,122,7,13
1119,7,14,4,7,7,8,2,8,1,1,0,0,1644.2042153734149,1594.1970855383338,3,3,120,163,4,-1
1120,6,9,2,4,11,11,2,6,3,0,0,0,1444.6337515036648,1773.5345385916632,7,6,108,149,-6,7
1121,12,17,8,9,16,12,5,6,2,4,0,0,1394.4611103867228,1468.4336882514567,7,7,110,149,-11,0
1122,14,10,9,6,8,19,5,5,0,0,0,0,1428.4482652614652,1420.1588781959438,7,6,99,104,-13,-2
1123,14,23,9,10,15,9,2,12,2,2,0,1,1410.938976615849,1636.1450071451648,6,7,121,121,1,9
1124,24,8,15,5,9,10,13,2,1,4,0,0,1690.2472300045524,1530.923508053528,7,8,141,114,1,2
1125,7,18,2,9,7,15,5,5,0,5,0,0,1457.8907500677105,1491.5048179718651,8,6,75,127,-8,4
1126,15,13,7,9,17,13,7,4,4,2,0,0,1750.2691721190308,1470.0253717404335,7,8,179,117,13,-3
1127,10,8,2,4,13,7,11,5,2,1,0,0,1646.6412174087927,1593.3357797096637,6,5,131,166,15,-3
1128,19,13,10,10,7,10,10,6,1,1,0,0,1432.0743034234608,1401.3102286848227,8,8,111,136,-5,-5
1129,16,4,9,2,6,9,4,3,0,3,0,0,1645.065521202085,1463.01318619588,7,9,114,93,2,4
1130,10,9,8,4,12,12,4,5,2,2,0,0,1560.240345045009,1627.5061863548856,7,7,115,128,3,13
1131,16,16,8,10,11,10,6,5,1,1,1,0,1466.7779814996454,1645.5135503887636,8,5,155,117,-3,6
1132,11,19,3,9,12,14,6,5,3,2,1,0,1632.6249160880957,1740.505617414292,8,7,127,177,6,12
1133,10,12,6,6,12,5,5,3,2,1,1,0,1510.1700249052324,1660.9303930130714,7,7,133,156,6,-1
1134,18,14,11,7,8,5,8,8,2,1,0,0,1777.8746811020937,1396.116817138534,8,8,144,114,3,-12
1135,15,13,10,7,5,8,7,6,0,0,0,0,1479.7889264451724,1414.459067672918,7,8,120,116,-5,2
1136,11,11,5,9,10,9,5,3,1,4,0,0,1462.5651570092014,1433.5869070904598,5,7,90,122,2,-4
1137,22,7,16,3,5,15,7,5,0,3,0,0,1612.4708107635709,1439.2255431343433,7,7,149,73,1,-8
1138,17,17,12,12,7,8,4,6,0,2,0,0,1399.7976250178237,1409.5039791891093,7,8,131,97,-6,-14
1139,12,13,5,10,12,9,8,3,3,1,0,0,1439.1031642682997,1440.2936089932343,8,8,108,110,0,-6
1140,16,13,8,4,14,10,12,6,4,2,0,0,1472.1088703820544,1407.2879028794796,83,83,118,105,-2,-5
1141,13,7,9,1,10,18,2,3,2,4,0,0,1503.187785705539,1562.045594920317,83,83,132,108,6,1
1142,11,15,4,6,17,12,6,3,4,4,0,0,1625.7009364795776,1427.7024702204117,83,83,125,102,14,-9
1143,6,9,1,4,9,11,2,5,3,5,0,1,1466.3623750852503,1667.9126322127647,83,83,122,154,-5,-1
1144,13,13,7,7,9,16,3,2,1,2,1,0,1500.0,1450.0294767505047,7,83,121,154,0,-5
1145,18,13,11,3,11,8,7,3,2,2,0,0,1452.2550945863547,1500.0,83,7,123,121,1,0
1146,6,20,3,11,12,12,4,6,2,2,0,0,1443.8969695133064,1738.1430358359648,84,84,95,178,1,9
1147,14,11,8,5,16,9,6,5,3,2,0,0,1427.8856190328402,1778.0455043713418,84,84,113,150,2,6
1148,26,8,19,5,9,2,7,4,0,0,0,0,1662.262055137904,1500.0,85,7,119,121,8,0
1149,10,13,6,8,11,6,9,5,2,2,1,0,1671.7901778982825,1616.478758503033,7,7,145,119,-1,12
1150,9,10,6,6,9,13,5,4,3,0,0,0,1569.2419641769593,1453.4817953819818,7,7,105,122,2,-2
1151,22,6,12,4,12,8,7,4,2,4,0,0,1738.114736812236,1419.9970182052557,6,6,182,118,7,-1
1152,14,4,7,3,12,9,2,1,1,1,0,0,1634.9874976664228,1482.039483665149,90,7,125,13,6,-4
1153,15,12,5,10,17,7,7,6,3,3,1,0,1436.9246481969562,1462.4848293997325,7,7,111,118,-9,-4
1154,12,10,6,4,8,18,7,7,0,3,0,0,1498.3613889119322,1445.8604634850717,5,7,8,129,-4,2
1155,6,17,4,9,19,14,7,8,2,0,0,0,1467.9899930853558,1663.900666225972,8,6,152,138,-2,11
1156,9,15,7,5,13,12,3,6,0,2,1,0,1506.394631101283,1443.9252685370352,8,7,13,94,0,4
1157,17,8,7,4,7,10,7,8,2,2,0,0,1425.9149778795522,1495.9914164488966,8,8,105,130,-4,5
1158,27,20,21,12,12,9,11,3,1,2,0,0,1785.9341051989263,1613.105458297051,8,92,149,156,9,2
1159,15,3,5,2,10,9,11,8,1,3,0,0,1573.0324930482905,1440.7436054351667,7,6,103,114,5,-3
1160,14,9,6,4,17,13,5,4,5,2,0,0,1449.6912665106506,1617.524777325223,7,7,108,122,-4,5
1161,16,9,8,6,17,14,8,6,2,2,0,1,1739.0733184155176,1502.1106465559565,7,6,184,22,8,0
1162,17,7,9,4,5,7,12,6,0,2,0,0,1633.381196942457,1460.1709718924837,7,6,122,147,12,-2
1163,15,12,6,8,7,10,7,4,1,1,0,0,1493.313394911294,1423.1907494795894,7,7,20,123,-4,-8
1164,13,19,10,9,13,8,8,7,2,0,0,0,1450.90845748571,1499.5022040063486,7,7,123,17,1,-3
1165,25,19,15,13,9,7,3,5,2,3,0,1,1790.2258082914243,1654.8877394588585,6,8,162,136,11,-3
1166,13,16,9,9,19,8,6,6,2,1,0,0,1476.2187281170993,1481.1627888932821,8,7,116,126,1,4
1167,15,22,10,12,11,9,10,5,2,4,0,0,1608.813755204553,1671.719687418844,6,7,150,150,-1,14
1168,16,7,7,1,9,12,5,1,0,0,0,0,1419.0384366019741,1448.2092530823618,8,7,120,101,-2,0
1169,18,10,8,5,10,7,4,5,3,2,0,0,1641.5785507247044,1492.8696449297545,13,14,139,35,-11,-4
1170,20,13,13,9,14,1,5,7,2,0,0,0,1453.9868965412431,1803.5349970255784,14,13,135,169,-3,15
1171,17,7,10,3,13,11,8,0,1,1,0,0,1623.2691438130994,1568.6409168810715,14,14,115,111,5,5
1172,23,9,10,5,6,9,8,3,0,0,0,0,1679.047015949432,1464.3446714088323,13,14,158,122,13,3
1173,3,20,1,11,12,13,2,12,0,1,0,0,1453.4205852810148,1639.5652722936977,13,14,95,126,1,15
1174,14,16,7,8,7,3,4,7,1,1,0,0,1423.6344994611288,1743.3730705681774,14,14,127,179,-3,9
1175,10,17,6,11,5,12,4,10,3,2,0,0,1445.1351816023857,1601.4864266739648,14,13,104,155,0,-5
1176,13,10,8,5,7,12,11,2,3,1,0,0,1467.8372848315628,1443.9469000227743,14,15,129,115,0,-5
1177,17,14,5,9,10,11,1,3,1,2,0,0,1497.8108944032965,1413.827104403321,15,14,31,119,-2,-4
1178,14,8,5,3,10,15,6,4,1,3,0,0,1486.0659900832263,1489.5442321788187,16,15,36,112,-5,-1
1179,10,21,2,13,13,10,4,9,1,1,0,0,1564.496757304443,1482.1952805463684,7,5,105,114,4,0
1180,10,24,5,16,14,9,2,13,2,1,0,0,1437.4796944874831,1652.2226024902661,6,7,110,145,-5,-10
1181,7,11,7,5,8,8,6,9,3,1,1,0,1452.481765936474,1493.471092980493,7,6,132,48,-11,-3
1182,17,9,10,4,14,8,4,9,2,1,0,0,1627.4133033897278,1454.021843525461,7,7,118,120,5,1
1183,7,13,5,8,4,9,2,8,1,2,0,0,1482.2255931641928,1418.1669058261245,7,6,45,121,-5,-4
1184,13,17,6,12,15,13,4,8,2,3,0,0,1443.5955829733323,1493.4149417156766,7,5,103,50,1,-5
1185,14,18,11,11,10,9,6,9,1,1,0,0,1474.304490366854,1689.3698438328033,7,8,130,168,2,19
1186,12,20,7,9,11,12,4,10,2,3,0,0,1805.0401276303476,1744.0624795519345,8,8,166,176,18,8
1187,8,9,7,5,15,12,6,5,1,2,0,0,1422.9450904773717,1471.8633767126646,8,8,134,88,-3,3
1188,24,5,16,2,10,9,4,1,1,4,0,2,1603.0260253030183,1621.122480862048,8,8,163,131,-4,11
1189,23,3,14,3,7,9,9,2,0,1,0,1,1632.9554048852744,1449.8618882730407,7,7,156,128,-11,-13
1190,15,5,7,4,15,11,1,6,3,3,1,0,1712.9120671732644,1508.2979943244106,6,7,179,52,4,-2
1191,14,11,6,6,15,6,7,2,3,4,0,0,1602.4794069338807,1441.5392155063985,6,7,127,104,7,-2
1192,18,7,8,3,9,13,7,5,1,5,0,0,1679.890392001756,1642.7529811133102,6,7,176,126,18,4
1193,19,4,8,1,6,16,4,2,0,4,0,1,1475.9237245718753,1456.7468920924748,7,7,123,116,0,-2
1194,14,13,8,9,10,3,8,8,1,0,0,0,1438.9317242425886,1836.1905400090177,6,6,93,160,-1,20
1195,8,18,5,9,6,14,1,1,0,3,0,0,1392.0945046659067,1483.7839421979013,7,6,122,129,-5,2
1196,5,14,4,7,13,6,1,9,3,1,1,0,1438.6821658018787,1621.6690992311856,7,6,120,171,-3,0
1197,17,8,9,4,14,19,11,8,1,6,1,0,1495.4713091826104,1570.7683132789361,8,8,67,94,-2,3
1198,11,12,8,6,3,7,7,4,2,1,0,0,1496.0909706439263,1455.8767429474476,9,8,59,127,-2,3
1199,16,14,10,9,12,6,5,10,0,1,0,0,1561.849545490249,1437.8128366087644,6,7,95,114,3,-2
1200,5,19,4,12,9,14,4,5,1,1,0,0,1438.3700707089479,1698.1290276043935,7,7,108,175,-3,19
1201,12,15,4,9,15,9,5,9,1,1,1,0,1624.5143455106727,1627.5688184579674,7,7,116,124,0,3
1202,17,13,9,6,9,6,10,3,1,0,0,0,1826.3534958416499,1514.0292714271484,7,5,152,70,19,-1
1203,12,7,7,3,9,13,7,4,2,0,0,0,1437.9384421642255,1401.1607922546975,5,7,128,120,0,-5
1204,25,10,12,6,7,10,10,5,1,2,0,0,1416.4498039823118,1494.3005459554022,7,7,110,133,0,2
1205,14,21,10,14,10,11,4,5,1,2,0,0,1433.558203782366,1736.858046679543,8,8,117,178,-13,4
1206,19,17,13,10,10,7,4,4,2,3,0,0,1474.7176546091105,1504.3900769712975,8,7,129,84,-1,-2
1207,9,11,5,6,14,18,6,5,3,5,0,0,1484.3520148181321,1448.7687684099565,8,8,57,90,-5,-4
1208,16,13,8,7,11,8,9,7,2,1,0,0,1622.5384284242998,1649.259089375949,8,8,166,162,1,-7
1209,7,9,5,5,13,11,2,2,2,2,0,0,1737.6863922263776,1622.6481008873793,13,14,183,123,7,-1
1210,14,10,8,3,8,11,8,3,1,3,0,0,1629.4350630812608,1838.3785656663292,14,14,130,158,2,22
1211,15,8,10,6,10,6,5,1,1,1,0,0,1698.5666303493283,1578.5987000320915,14,14,182,100,24,6
1212,15,12,8,4,6,5,4,4,0,1,0,0,1502.004201602469,1501.3052310157655,14,13,83,66,-3,-3
1213,12,10,6,9,10,13,5,7,3,2,0,0,1473.0078525131057,1437.932467964013,13,14,101,96,-8,-8
1214,14,4,6,1,14,15,5,2,4,4,0,0,1431.8155522123232,1506.0998790673023,13,13,92,139,-6,2
1215,13,14,9,11,16,14,5,4,4,4,0,0,1421.063682066922,1432.7298582355313,14,13,115,120,-4,-16
1216,20,8,11,4,9,19,9,2,3,3,0,0,1631.644550036436,1445.4342216676523,14,15,166,129,-9,3
1217,12,11,7,8,11,15,5,2,1,2,0,0,1496.4779443952293,1640.152967763813,15,14,136,170,6,3
1218,17,13,11,10,14,12,2,11,0,1,0,0,1393.6650127512708,1414.2724055424846,15,15,119,128,-6,-1
1219,3,8,0,5,11,8,3,8,2,3,1,0,1564.4549862494289,1407.8113116294014,7,6,98,122,3,-2
1220,15,18,8,10,15,14,2,11,0,3,0,0,1437.3779175846587,1435.7430298226486,7,6,117,127,-13,1
1221,25,12,15,10,6,8,10,3,0,1,0,0,1638.3639460495979,1518.251192394833,7,7,128,98,-1,-1
1222,13,12,10,5,7,22,7,3,3,2,0,0,1503.4289175668678,1416.4156227177946,6,7,129,121,5,-6
1223,20,16,13,14,14,11,8,13,2,0,0,0,1400.126106664354,1485.0582402234015,6,7,127,78,-5,-5
1224,9,5,5,2,9,13,10,1,0,2,0,0,1641.3357418814396,1448.6597473882287,7,8,172,94,-6,-6
1225,19,9,8,7,19,7,8,5,4,1,0,0,1432.7149900256861,1633.2019945921745,8,7,98,161,-8,3
1226,15,11,8,7,12,8,5,1,3,1,0,0,1489.2556838913968,1600.1402486090471,8,8,133,129,3,-3
1227,12,19,8,12,15,11,7,4,4,4,1,0,1829.449682697992,1712.710344131991,8,8,155,190,21,26
1228,8,14,3,7,17,17,0,6,2,7,0,2,1478.2253304514327,1760.1942445047098,8,8,113,171,-8,10
1229,12,13,10,8,7,18,3,2,2,3,0,0,1745.067916396037,1646.3296712676035,6,6,170,157,9,-3
1230,18,7,11,6,12,8,4,1,3,0,0,0,1608.2162215164187,1814.654191793625,6,6,130,158,-2,16
1231,18,9,9,2,17,5,5,4,2,1,1,0,1727.5058350363581,1404.670545892195,6,7,193,137,28,-7
1232,13,12,6,7,9,10,6,2,2,1,0,0,1519.7742971911023,1427.4652902745001,7,6,110,111,-1,-9
1233,13,10,8,5,7,13,5,6,1,3,0,0,1443.3049297911568,1553.1192299221962,7,7,131,93,5,1
1234,20,8,12,3,9,14,10,2,3,4,0,1,1480.5138009955606,1429.8160176161505,7,7,94,115,-5,-14
1235,10,17,6,7,12,9,3,10,1,0,0,0,1419.1470679566341,1636.8408412533286,7,7,116,143,-2,1
1236,18,7,9,5,17,14,9,0,2,5,0,0,1407.602279358238,1481.1797109840252,7,6,114,130,-8,-1
1237,22,12,13,8,12,14,4,8,0,0,0,0,1638.4516943433605,1493.3516585601055,7,7,156,121,5,-7
1238,10,6,4,2,8,14,8,2,0,1,0,0,1443.6658180020647,1512.2422609264243,8,9,95,129,-5,6
1239,12,9,7,4,12,12,4,1,0,0,0,0,1661.6402358898374,1403.8115380914671,7,7,158,113,-1,-4
1240,12,9,6,7,11,9,6,6,1,5,0,0,1555.2926927469462,1513.4433979060907,7,7,93,123,0,-1
1241,13,12,8,8,12,10,5,8,4,2,0,0,1433.7961895595117,1729.757351773803,7,7,110,163,-10,8
1242,18,9,10,3,13,5,11,4,2,1,0,0,1652.1763711184956,1484.2316540623876,7,7,151,114,4,-3
1243,15,9,9,3,6,14,6,2,0,2,0,0,1822.4137441154792,1441.1314669664068,7,7,147,127,15,2
1244,10,14,6,6,12,15,5,3,2,3,0,0,1535.3526863591605,1600.4566691945645,5,7,120,125,8,-2
1245,18,16,9,8,5,14,3,1,1,1,0,0,1490.7139340017752,1728.7591159451113,6,7,133,195,-9,28
1246,20,9,16,6,10,9,12,4,0,1,0,0,1426.0981645493234,1420.5553925693284,8,6,107,94,-14,-6
1247,26,8,20,8,5,9,11,1,0,1,0,0,1495.7239869119235,1641.0894189016908,8,7,127,170,1,5
1248,13,13,12,7,11,13,5,6,2,1,0,0,1403.4172649834418,1393.0580034303398,8,8,134,121,-8,-11
1249,13,4,9,1,14,13,9,1,1,2,0,0,1597.5247245253388,1404.9190818422435,14,13,128,134,-4,-7
1250,12,10,9,7,10,7,4,5,0,0,0,0,1742.7763773083689,1538.2846310283862,14,14,185,124,25,9
1251,7,20,4,14,11,9,1,6,3,0,0,0,1511.118726480899,1662.837671075993,14,14,119,161,-2,2
1252,17,9,7,8,17,10,9,5,4,2,0,0,1417.9025051338642,1476.6966726385176,13,14,97,138,-11,-6
1253,13,13,8,9,8,12,6,7,1,1,0,0,1440.8493658274015,1470.9993337269643,14,13,121,140,1,-1
1254,9,13,6,7,6,9,6,2,0,1,0,0,1493.2225878648992,1822.6958452544845,14,14,115,151,1,15
1255,16,8,9,6,12,12,7,5,1,0,0,0,1402.6141029053115,1428.7510519847876,14,13,108,114,-6,-13
1256,21,6,11,2,14,13,7,3,2,3,0,1,1391.556186571538,1422.9155398515445,13,14,116,107,-13,-10
1257,18,9,5,3,13,11,6,5,3,2,0,0,1740.6380014817703,1643.185437315984,15,15,155,158,9,4
1258,20,5,9,1,4,5,11,3,0,2,0,0,1665.81407208665,1557.6173641721377,15,16,156,98,6,1
1259,20,10,12,6,9,7,13,4,1,3,0,0,1679.9765450334821,1479.6283527432051,7,7,171,145,5,1
1260,8,17,7,14,9,10,2,4,1,1,1,0,1427.5265077780894,1598.041069105972,7,7,116,127,-13,-2
1261,17,7,11,2,10,10,9,2,1,2,0,0,1721.2073236219971,1404.4027372616104,6,7,151,121,7,-10
1262,23,8,13,6,12,15,11,3,1,4,0,1,1837.0701475435071,1537.6084319001823,7,7,137,122,13,6
1263,15,13,8,4,15,7,6,4,1,0,0,0,1493.97985252341,1495.015800321077,7,7,117,143,-3,-6
1264,8,16,5,12,10,5,2,6,0,0,0,0,1399.5833774513048,1431.7094943573022,7,7,99,103,-12,-8
1265,17,7,11,4,12,13,3,2,3,1,0,0,1432.2203468111607,1382.7622320657804,7,7,119,127,2,-13
1266,9,23,5,14,11,13,1,10,2,1,0,0,1403.8386471120098,1666.591963470213,7,5,118,156,-4,11
1267,17,7,9,3,11,13,8,5,1,4,0,1,1662.6161151757572,1743.4525764365728,7,8,154,180,3,26
1268,6,9,2,4,9,17,4,6,3,4,0,0,1478.8482855758766,1556.8394727885748,8,6,112,94,0,-3
1269,7,11,3,5,4,11,5,5,0,0,0,0,1565.6203644282903,1827.2275213559676,6,7,88,135,-3,7
1270,14,10,9,5,12,13,3,4,1,1,0,1,1430.7291971440898,1470.0673939361611,7,6,105,103,-9,0
